source,target
"Gulley,MargaretL.","Zhang,Wei"
"Peng,Fei","Liu,Yang"
"Wang,Jing","Choi,EunSang"
"Shi,Lei","Zhang,Jing"
"Stern,AlexanderL.","Wang,Jing"
"Wang,Wei","Lyoo,Young"
"Zhang,Jing","Lv,Yi"
"Wang,Dingjie","Liu,Wei"
"Li,Jun","Zhao,Bin"
"Li,Wei","Liu,Yushan"
"Li,Yan","Qi,Honglan"
"Zuccaccia,Cristiano","Graetzel,Michael"
"Tan,Yueqiu","Wang,Wei"
"Liu,Wei","Wang,Chong"
"Zhang,Jing","VanThourhout,Dries"
"Li,Jing","Feng,Zijian"
"Li,Jing","Wu,Wenjun"
"Tian,Jun","Li,Li"
"Li,Qiang","Chen,Wei"
"Bai,Qingquan","Li,Jing"
"Zhu,Wanhua","Liu,Wei"
"Vivo,Paola","Graetzel,Michael"
"Liu,Yang","Su,Xin"
"Liu,Wei","Tang,Ni"
"Zhang,Wei","Ferguson,MartinL."
"Huang,Guorui","Wang,Wei"
"Li,Wei","Jin,Zhenmin"
"Wan,Haifeng","Li,Wei"
"Zhang,Jing","Assary,RajeevS."
"Pang,Kunkun","Zhang,Jing"
"Zhang,Lei","McKechnie,Scott"
"Wang,Mengli","Zhang,Wei"
"Zhang,Jing","Wang,Ning"
"Wang,Jing","Wang,Tie"
"Fan,Hang","Li,Jing"
"Graetzel,Michael","Delgado,JuanLuis"
"Wang,Jun","Wei,Hai-Bo"
"Li,Jun","Luan,Chunguang"
"Liang,Jie","Zhang,Yi"
"Li,Jun","Yang,Zhang"
"Kashani,Alireza","Wang,Jun"
"Wang,Wei","Zhen,Wenbo"
"Qi,Haigang","Li,Li"
"Oladejo,BabayemiO.","Li,Yan"
"Zhang,Jing","Yuan,Ningyi"
"Luo,Jingshan","Graetzel,Michael"
"Zhang,Lei","Yang,Yong-Hua"
"BenAbu,Yuval","Wang,Jun"
"Hu,Ying","Wang,Jing"
"Li,Jun","Liu,Di"
"Chen,Xi","Li,Wei"
"Wang,Jing","Zhao,Yufeng"
"Li,Xin","Yan,Ting"
"Scheiner,Simon","Chen,Wei"
"Pan,Lei","Wang,Jing"
"Matoba,Shogo","Zhang,Yi"
"Wang,Jing","Zhou,Mingzhe"
"Heinrichs,Jochen","Wang,Xin"
"Li,Jing","Wang,Dayan"
"Ma,Zongwei","Liu,Yang"
"Wang,Jun","Qin,Baifang"
"Zhang,J.","Nori,Franco"
"Chen,Xinfeng","Zhang,Yi"
"Liu,Wei","Haydon,RexC."
"Wang,Jun","Kristiansen,Karsten"
"Cui,Tian","Wang,Xin"
"Ye,Peng","Liu,Wei"
"Gunaratne,Preethi","Li,Wei"
"Zeng,Yanhong","Wang,Jing"
"Qi,Kuo","Li,Yan"
"Li,Li","Peng,Huisheng"
"Zhang,Wei","Han,Shuang"
"Wu,Jian-Feng","Liu,Wei"
"Wang,Wei","Russell,ArmisteadG."
"Li,Jing","Liu,Zhu"
"Li,Yan","Kobinger,Gary"
"Zhang,Lei","Pellegrin,Yann"
"Li,Jing","Wang,Yu"
"Huang,Juan","Zhang,Wei"
"Li,Jun","Lv,Yang-Yang"
"Augustynski,Jan","Graetzel,Michael"
"Hagfeldt,Anders","Graetzel,Michael"
"Ji,Xinyan","Zhang,Lei"
"Li,Jing","Li,Yuanguo"
"Wang,Jun","Leto,JonathanA."
"Henderson,CharlesM.","Wang,Wei"
"Wang,Yanjie","Zhang,Lei"
"Feng,Qi","Zhang,Lei"
"Zhang,Wei","Luo,Chu-Ming"
"Liu,Yang","Yan,Shu-Mei"
"Curtis,Christina","Zhang,Wei"
"Li,Wei","Shen,Guofeng"
"Zhang,Lei","Guan,Kunliang"
"Johansson,Robert","Nori,Franco"
"Liu,Xinian","Wang,Jing"
"Raes,Jeroen","Wang,Jun"
"Zhang,Xiang-Yang","Wang,Wei"
"Wang,Jun","Ren,Jianfeng"
"Huang,Baoyu","Wang,Jun"
"Odze,RobertD.","Zhang,Wei"
"Tajabadi,Fariba","Graetzel,Michael"
"Gu,Yanhong","Zhang,Wei"
"Li,Jun","Wang,Jun"
"Li,Jun","Wang,Jun"
"Dong,Guotai","Liu,Yang"
"Li,Wei","Sha,Jiahao"
"Fan,Qikui","Zhang,Lei"
"Liu,Wei","Zhang,Xiang"
"Yu,Sheng","Wang,Jun"
"Wang,Jun","deJong,HansH."
"Zhang,Wei","Demchok,JohnA."
"Yu,Shuiyang","Wang,Jun"
"Nazeeruddin,MohammadKhaja","Graetzel,Michael"
"Zeng,Guangming","Zhu,Yuan"
"Li,Yan","Tang,Kai"
"Li,Hang","Liu,Yang"
"Chen,Mingshun","Wang,Jun"
"Hayashi,Shinichi","Liu,Yang"
"Hu,Zhenlei","Wang,Xin"
"LePaslier,Denis","Wang,Jun"
"Wang,Bing","Zhang,Wei"
"Zhang,Lei","Zeng,Huaping"
"Zhang,Jing","Zhang,Change"
"Wang,Xin","Huang,Haojie"
"Huang,Yuanyuan","Liu,Wei"
"Jin,Shengnan","Liu,Wei"
"Wan,Zhining","Li,Xin"
"Mortensen,Alicja","Wang,Jun"
"Zhang,Wei","Zhang,Yafei"
"Hearn,RichardD.","Li,Jing"
"Li,Na","Wang,Jun"
"Li,Jing","Wang,Tiecheng"
"Wang,Guangyu","Zhang,Lei"
"Liu,Wei","Zhao,Xinjie"
"Li,Jun","Pu,Xiaoying"
"Liu,Yang","Whitney,Osceola"
"Parfenov,Michael","Zhang,Wei"
"Kang,Leilei","Li,Xin"
"Wang,Xin","Zhang,Weijun"
"Wang,Jun","Tyagi,AkhileshK."
"Zhang,Lei","Kim,JinwonD."
"Liu,Wei","Brooun,Alexei"
"Wang,Jing","Fahad,Shah"
"Wang,Ying","Wang,Jun"
"Li,Wei","Li,Bo"
"Yuan,Yan","Li,Xin"
"Zhang,Wei","Guo,Shi-Wei"
"Shevchenko,S.N.","Nori,Franco"
"Zong,Shichao","Wang,Xin"
"Li,Jing","Sun,Gui-Quan"
"Zhang,Lei","Xu,Xiaoxiang"
"Li,Jun","Fu,Pingqing"
"Miki,Daisuke","Wang,Jing"
"Li,Jing","Wang,Xin"
"Li,Jing","Wang,Xin"
"Jiang,Ping","Wang,Wei"
"Liu,Yalan","Wang,Xin"
"Xu,Junmin","Wang,Jun"
"Zheng,Shaobo","Li,Li"
"Zhang,Lei","Lin,Rong"
"Zhang,Yi","Liu,Yu-Qing"
"Liu,Wei","Grotjohann,Ingo"
"Graetzel,Michael","Moser,Jacques-E."
"Garman,Katherine","Zhang,Wei"
"Liu,Yannan","Li,Yan"
"Yang,Duoxing","Zhang,Lei"
"Cui,Yaoyao","Li,Jing"
"Wang,Min-Jun","Wang,Xin"
"Li,Cai","Liu,Yang"
"Zhang,Wei","Defrietas,Timothy"
"Li,Jun","Starovasnik,MelissaA."
"Zhao,Yanyi","Zhang,Wei"
"Pang,Aiying","Liu,Wei"
"Bai,Jie","Wang,Jun"
"Liu,Wei","Zhang,Wandong"
"Zhang,Wei","He,Chuan"
"Zhang,He","Wang,Jun"
"Li,Wei","Wang,Liu"
"Zheng,Qianqian","Zhang,Wei"
"Liu,Yang","Li,Qingwen"
"Zhang,Lei","Rebarsimplicity,EdwardJ."
"Liu,Yang","Hu,Lulu"
"Wang,Xin","Chen,Wen-Jie"
"Wang,Jun","Chen,Quan"
"Suetsugu,Yoshitaka","Wang,Jun"
"Bowlby,Reanne","Zhang,Wei"
"Qin,Youwen","Wang,Jun"
"Li,Wei","Zhao,Xiao-yang"
"Liu,Wei","Hua,Wenbin"
"Zhang,Jing","Zhang,Xiaoguang"
"Zhang,Yongjun","Wang,Wei"
"Li,Xin","Rong,Li"
"Liu,Yiman","Wang,Jun"
"Lv,Tian","Wang,Jun"
"Spreafico,Roberto","Wang,Wei"
"Li,Jing","Tian,Xiaorui"
"Li,Jun","Xiang,Charlie"
"Zhang,Yong-Lai","Wang,Wei"
"Ma,Hongwei","Zhang,Lei"
"Zhang,Lei","Xu,Chunhua"
"Li,Li","Yang,Lan"
"Lupascu,A.","Nori,Franco"
"Shang,Haihong","Wang,Jun"
"Liu,Wei","Peng,Yongde"
"Zhang,Lei","Ye,Dan"
"Li,Jing","Wang,Shiwen"
"Wang,Wei","Song,Xiaorui"
"Wang,Zhongliang","Liu,Wei"
"Zhang,Jing","Wang,Pengxi"
"Mao,Jiangyi","Li,Jing"
"Li,Yufei","Li,Wei"
"Zhang,Wei","Sheng,Yu-Bo"
"Zhang,Jing","Zhang,Guilong"
"Li,Bo","Liu,Yang"
"Wang,Wei","Yin,Ye"
"Zhang,Qiong","Li,Wei"
"Li,Wei","Han,Shijie"
"Chen,Wei","Xiu,Wenqiong"
"Zhao,Yan-Jun","Nori,Franco"
"Liu,Yang","Fjeldsa,Jon"
"Challen,GrantA.","Li,Wei"
"Wei,Tiantian","Li,Xin"
"Knee,GeorgeC.","Nori,Franco"
"Zhang,Yanhua","Wang,Wei"
"Zhang,Wei","Jiang,Pengtao"
"Zhang,Wei","Paklina,Oxana"
"Liu,Yang","Rivas,MiriamV."
"Wang,Guoyi","Liu,Yang"
"Shi,Xulian","Wang,Jun"
"Liao,Sheng-Kai","Chen,Wei"
"Zhang,Lei","Teter,Caroline"
"Rakhmanov,A.L.","Nori,Franco"
"Wang,Jing","Yang,Cheng"
"Zhang,Jing","Huang,Kuo-Wei"
"Zhang,Wei","Heiman,DavidI."
"Zhang,Yi","Yang,Fan"
"Zhang,Lei","Zhang,Kuo"
"Zhang,Yi","Yuan,Kai"
"Li,Jing","Chen,Rongchang"
"Wang,Jun",LiuJianquan
"Liu,Wei","Shah,SyedT.A."
"Wang,Jun","Yang,Xiaohui"
"Cui,Ying","Zhang,Wei"
"Peng,Jing","Wang,Jun"
"Zhang,Lei","Hu,Boqiang"
"Li,Jing","Hong,Jianjun"
"Wang,Wei","Liu,Xin-chun"
"Li,Guodong","Wang,Jun"
"Li,Xin","Ding,Haoran"
"Wang,Xiao-Chun","Zhang,Wei"
"Stivers,JamesT.","Zhang,Yi"
"Liang,Xiaoyong","Wang,Xin"
"Li,Wei","Loda,Massimo"
"Wang,Jun","Frusciante,Luigi"
"Rusch,Adrien","Zhang,Wei"
"Wang,Jing","Li,Yongqing"
"Zhang,Jing","Wang,Xuegeng"
"Chen,Wei","Peng,Cheng-Zhi"
"Li,Zhi-Kun","Li,Wei"
"Zhang,Wei","Yin,Xiong"
"Li,Jing","Duan,Xuanming"
"Burgdorf,Kristoffer","Wang,Jun"
"Wang,Jing","Liu,Jindun"
"Liu,Wei","Yang,Jing"
"Chen,Wei","Wang,Hongbin"
"Li,Jun","Kong,Xiaoyu"
"Li,Wei","Zhang,Zhiguo"
"Liu,Wei","Zhang,Wenqi"
"Zou,Xin","Liu,Wei"
"Feng,Gui-Hai","Li,Wei"
"Liu,Wei","Li,Jinsong"
"Qin,Xiaosheng","Zeng,Guangming"
"Zhang,Na","Li,Jing"
"Hao,Huimin","Liu,Yang"
"Hu,Yongyun","Li,Jing"
"Li,Yan","Otecko,NewtonO."
"Chen,Wei","Song,Yifan"
"Zhang,Zhi-Wei","Wang,Jun"
"Liu,Yang","Vajtai,Robert"
"Zhang,Wei","Eshbaugh,Robert"
"Chen,Yanli","Wang,Xin"
"Li,Li","Wang,Haiyan"
"Liu,Wei","Cao,Xuetao"
"Wang,Xin","Yang,Zhang-Hua"
"Wang,Jun","Tashi,Nyima"
"Xia,Zongping","Li,Li"
"Wang,Jing","Zhang,Feng"
"Chen,Wei","Wu,Xiaoxia"
"Ashraful,Islam","Graetzel,Michael"
"Liu,Yang","Ye,Shujing"
"Wang,Wei","Guo,Renhua"
"Zhang,Jing","Tang,Shou-Ching"
"Zhang,Jing","Weitz,Eric"
"Wang,Wei","Cai,Maosheng"
"Li,Li","Feng,Xin-Hua"
"Li,Wei","Ye,Caichao"
"Qiu,Qian","Zhang,Wei"
"Feng,Liying","Wang,Jing"
"Li,Hong","Zhang,Wei"
"Wan,Yuhua","Li,Yan"
"Wang,Jing","Wang,Junyi"
"Lin,Jin","Chen,Wei"
"Yang,Tianshui","Liu,Wei"
"Zhang,Wei","Liu,Jinhua"
"Xiao,Guodong","Zhang,Jing"
"Wang,Qiong","Zhang,Wei"
"Lin,Minyan","Zhang,Wei"
"Chen,Li","Zhang,Wei"
"Liu,Jingchuan","Li,Xin"
"Yang,Yihong","Li,Wei"
"Yao,Tao","Liu,Wei"
"Lu,Xing","Wang,Xin"
"Li,Jun","Panagiotou,Gianni"
"Li,Jing","Chen,Cheng"
"Zhang,Wei","Liu,Lei"
"Ren,Yuanyuan","Wang,Jun"
"Li,Wei","Shi,Cong"
"Batary,Peter","Zhang,Wei"
"Bertelsen,MadsF.","Wang,Jun"
"Jin,Xiaohu","Wang,Wei"
"Wang,Wei","Lu,Yiping"
"Li,Jun","Ye,Yin"
"Unger,EvaL.","Graetzel,Michael"
"Zhao,Hui","Wang,Jun"
"Li,Jing","Dong,Xianzi"
"Qiu,Chao","Wang,Jing"
"Zhang,Wei","Shi,Zhonghua"
"Wang,Wei","Wang,Jinpeng"
"You,Minsheng","Wang,Jun"
"Wu,De-Hong","Zhang,Yi"
"Li,Xin","Li,Tianda"
"Li,Wei","Cong,Le"
"Qu,Sanying","Li,Jing"
"Chen,Wei","Xing,D.Y."
"Bronson,RoderickT.","Wang,Jun"
"Zhang,Lei","Cui,Yongliang"
"Derks,Sarah","Zhang,Wei"
"Li,Wei","Wang,Shulong"
"Hashmi,SyedGhufran","Graetzel,Michael"
"Almeida,Mathieu","Wang,Jun"
"Zhang,Jing","Hens,Zeger"
"Murai,Kiyohito","Liu,Wei"
"Zhong,Hua","Zeng,Guangming"
"Zhang,Jing","Zhang,Jun"
"Chang,Shu-Nung","Graetzel,Michael"
"Zhang,Wei","Fan,Hong-Wei"
"Li,Xin","Cherry,AnneB.C."
"Zeng,Guangming","Yuan,Yujie"
"Li,Jing","Jiang,Lubin"
"Xu,Xun","Wang,Jun"
"Wei,Weixia","Wang,Jun"
"Dick,HenryJ.B.","Liu,Yang"
"Li,Wei","Yuan,Mingjian"
"Wang,Jun","Valle,Giorgio"
"Bou,Gerelchimeg","Li,Wei"
"Li,Wei","Maksymovych,Peter"
"Liu,Xinru","Li,Li"
"Li,Wei","Dinh,CaoThang"
"Zhang,Lu","Li,Jun"
"Zhang,Jing","Zhang,Jian-ming"
"Wei,Ru-Yuan","Zhang,Yi"
"Graetzel,Michael","Liu,Bin"
"Liu,Wei","Ma,Jing"
"Jiang,XingFu","Zhang,Lei"
"Shen,Hongxia","Zhang,Jing"
"Zhang,Wenjuan","Li,Jun"
"Liu,Yang","Ajayan,PulickelM."
"Runa,A.","Wang,Jun"
"Wang,Jing","Yan,LiKai"
"Zhou,Hao-Ran","Chen,Wei"
"Li,Wei","Lei,Fumin"
"Zhang,Chen","Zeng,Guangming"
"Liu,Wei","Yi,Lin"
"Gater,DeborahL.","Liu,Wei"
"Mourier,Tobias","Wang,Jun"
"Zeng,Guangming","Wang,Hou"
"He,Zhiying","Wang,Xin"
"Xiu,Wenchao","Liu,Wei"
"Guan,Yuan","Wang,Xin"
"Li,Jun","Shen,Chengde"
"Liu,Yang","Zeng,Xiangwu"
"Lin,Wenzhi","Wang,Jun"
"Qiao,Xianfeng","Liu,Wei"
"Gonzalez-Avalos,Edahi","Li,Wei"
"Zhang,Hongyu","Liu,Wei"
"Wang,Wei","Zou,Dechun"
"Wang,Jing","Schnelle-Kreis,Juergen"
"delaTorre,Gema","Graetzel,Michael"
"Zhang,Wei","dosSantos,JoseSebastiao"
"Ding,Jinmei","Li,Jing"
"Gao,Yuan","Wang,Jun"
"Chen,Wei","Zhang,Heng"
"Chen,Wei","Cheng,Xiaofei"
"Chen,Suning","Zhang,Yi"
"Zhang,Yi","Freeman,Megan"
"Zhang,Wei","Miki,Shigehito"
"Hijazi,IhabHamzi","Li,Li"
"Chen,Fang","Wang,Wei"
"Yin,Xiaoran","Wang,Jun"
"Song,Xuedan","Liu,Yang"
"Zhou,Qin-Qin","Zhang,Yi"
"Wang,Jing","Suppan,Peter"
"Zou,Qingjian","Li,Li"
"Li,Yan","Wu,SeanM."
"Lu,Na","Wang,Xin"
"Wang,Jing","Yang,Qingfeng"
"Cai,Hong-Ling","Zhang,Yi"
"Zhang,Wei","Ma,Wen-Qi"
"Tan,Yongkai","Wang,Jun"
"Li,Xin","DeLoache,Will"
"Li,Jing","Zhang,Ye"
"Zhang,Yi","Liu,Jixin"
"Wang,Jun","Caniato,Elisa"
"Bi,Yanghui","Wang,Jun"
"Li,Jing","Hou,Xianglin"
"Liu,Yang","Maurouard,Typhanie"
"Fu,Yijun","Liu,Yang"
"Qin,Lei","Zeng,Guangming"
"Zhou,Qi","Li,Li"
"Zhang,Wei","Thiessen,Nina"
"Zhang,Wei","Che,Wunan"
"Fang,Xiaowei","Li,Wei"
"Huang,Cheng","Zhang,Lei"
"Huang,Xinfang","Wang,Jun"
"Zhang,Yi","Li,Peng-Fei"
"Wang,Jun","York,Thomas"
"Wang,Wei","Lai,Min"
"Gao,Rui","Liu,Wei"
"Li,Jun","Jin,Tao"
"Zeng,Guangming","Zhong,Hua"
"Sun,Suqun","Li,Xin"
"Wang,Yulin","Wang,Jun"
"Ruan,Deling","Wang,Jing"
"Zhang,Lei","Han,Bin"
"Li,Jun","Zheng,Xueli"
"Liu,Guang","Li,Xin"
"Wang,Jun","Xiong,Chaochao"
"Wang,Ping","Wang,Jun"
"McCune,Mallarie","Zhang,Wei"
"Li,Jing","Lu,Mingfang"
"Yang,Jian","Wang,Wei"
"Liu,Wei","Jiang,Wei"
"Luo,Zhongguang","Zhang,Wei"
"Li,Jing","Gu,Jie"
"Wang,Wei","Crowley,JamesL."
"Dong,Juncai","Zhang,Jing"
"Cai,Liping","Graetzel,Michael"
"Li,Wei","Zhong,Xiaoling"
"Zhang,Wei","Huai,Ping"
"Zhang,Jing","Zhang,Bo"
"Guo,Junfeng","Zhang,Wei"
"Li,Junjiao","Chen,Wei"
"Pechy,Peter","Graetzel,Michael"
"Guo,Liyue","Li,Jing"
"Zhang,Jing","Liu,Xuqing"
"Payne,KimberlyJ.","Wang,Jun"
"Zhang,Wei","Beroukhim,Rameen"
"Viscardi,Guido","Graetzel,Michael"
"Li,Li","Wang,Fuzhen"
"Li,Xin","Xie,Bingteng"
"Zhang,Lei","Saygili,Yasemin"
"Zhong,Huanzi","Liu,Wei"
"Liu,Yu-Long","Nori,Franco"
"Zheng,Yuan","Wang,Jun"
"Li,Jun","Lin,Zi-Quan"
"Ma,Yanming","Wang,Xin"
"Darlington,GretchenJ.","Li,Wei"
"Zhang,Lei","Qin,Qiwei"
"Wang,Jintu","Wang,Jun"
"Mishra,Amaresh","Graetzel,Michael"
"Wang,Jun","Gelley,Laura"
"Liu,Wei","Gu,Weiqiong"
"Li,Li","Wang,Shulan"
"Liu,Wei","Gati,Cornelius"
"Wang,Xin","Dong,Fangyuan"
"Jiang,Dechun","Wang,Jun"
"Zhang,Yi","Dong,Gaoyue"
"Raphael,BenjaminJ.","Zhang,Wei"
"Wang,Min","Zhang,Wei"
"Li,Jing","Wang,Hualei"
"Li,Jing","Qin,Cheng-Feng"
"Luo,Wenchun","Wang,Jun"
"Liu,Ning","Li,Jing"
"Li,Juan","Li,Li"
"Wang,Jun","Monforte,Antonio"
"Rodriguez,Benjamin","Li,Wei"
"Wang,Jun","Hur,Cheol-Goo"
"Li,Jing","Shan,Kai"
"Li,Huiyi","Li,Xin"
"Yuan,Dong-xun","Wang,Wei"
"Li,Li","Xie,Yinlong"
"Zhao,Zhiju","Li,Jun"
"Chen,Wei","Xu,Zhen-Yu"
"Wang,Jun","Latche,Alain"
"Liu,Wei","Cartwright,ElizabethJ."
"Wang,Jun","Zhang,Kui"
"Zhang,Wei","Bowen,Jay"
"Steck,Christopher","Graetzel,Michael"
"Chuong,AmyS.","Wang,Jun"
"Ishikawa,Tsuyoshi","Wang,Wei"
"Wang,Jing","Li,Liangzhu"
"Li,Jun","Zheng,Yuanlin"
"Hardin,BrianE.","Graetzel,Michael"
"Chen,Wei","Shi,Haichun"
"Liu,Kaili","Zhang,Jing"
"Cheng,Ruo-Lin","Wang,Jun"
"Wang,Jun","Visser,RichardG.F."
"Zhang,Pei","Liu,Yang"
"Li,Jing","Martinez,Jonathan"
"He,Qing","Li,Xin"
"Wang,Jun","Barbazuk,W.Brad"
"Wang,Wei","Zhang,Jibiao"
"Zhang,Lei","Hong,Yunhan"
"Li,Chunyan","Li,Li"
"Wang,Jun","Hua,Axin"
"Li,Li","Xu,Ke"
"Zhang,Jing","Curtiss,LarryA."
"Zhang,Wei","Yamashita,Taro"
"Li,Xianchun","Wang,Jun"
"Wang,Wei","Li,Xianlong"
"Zhang,Lei","Lan,Fei"
"Li,Guibo","Wang,Jun"
"Al-Aama,JumanaYousuf","Wang,Jun"
"Wang,Gu-Hao","Zhang,Lei"
"Li,Jun","Zhao,Sangen"
"Zhang,Wei","Wang,Huazhong"
"Huang,Gang","Li,Yan"
"Zhang,Lei","Yang,Qian"
"Wang,Wei","Lu,Chunhua"
"Liu,Wei","Yang,Huaiyu"
"Fang,Xiaodong","Wang,Jun"
"Zhang,Wei","Luketich,James"
"Chen,Wei","Hong,Jinglan"
"Wang,Jun","Guo,Yanmei"
"Chen,Xiaotao","Wang,Xin"
"Zhang,Jing","Yin,Xianyong"
"Zhang,Hua","Chen,Wei"
"He,Celestine","Zhang,Lei"
"Zhang,Wei","Elson,CharlesO."
"Wei,Yuan","Wang,Wei"
"Li,Wei","Deng,Peng"
"Saliba,Michael","Graetzel,Michael"
"Zhong,Hua","Liu,Yang"
"Eychmueller,Alexander","Graetzel,Michael"
"Su,Zheng","Li,Jun"
"Zhang,Wei","Guo,Zhengtang"
"Graetzel,Michael","Park,Su-Moon"
"Yuan,Shangfu","Li,Jing"
"Wang,Wei","Gao,Bo"
"Li,Li","Dou,Shixue"
"Ji,Xinyan","Li,Li"
"Qi,Xian","Li,Wei"
"Li,Jingxian","Wang,Xin"
"Zhang,Wei","Huang,Jianguo"
"Zhao,Meixun","Li,Li"
"Qiao,Yuanyuan","Wang,Wei"
"Zhu,Dexiao","Zhang,Jing"
"Li,Xin","Zhao,Yanhua"
"Zhang,Yi","Xia,Zhiping"
"Liu,Yang","Hoffmann,FedericoG."
"Liu,Yan","Wang,Jun"
"Bein,Thomas","Graetzel,Michael"
"Zhang,Jiabao","Wang,Xin"
"Wang,Jun","Henkens,MarleenH.C."
"Liu,Yang","Wang,Zhiquan"
"Liu,Yang","Wilson,RichardK."
"Wang,Jing","Fan,Yabin"
"Liu,Wei","Li,Xianlong"
"Li,Li","Lai,Chengdan"
"Liu,Wei","Basu,Shibom"
"Verbist,Jochem","Zhang,Jing"
"Huang,Jikun","Zhang,Wei"
"Wang,Jun","Hallab,Asis"
"Li,Jun","Mansaray,LaminR."
"Li,Wei","Voznyy,Oleksandr"
"Graetzel,Michael","Abate,Antonio"
"Wang,Jun","Lee,Sanghyeob"
"Chen,Yuanxin","Wang,Jun"
"Wang,Bin","Li,Jun"
"Liu,Yi","Liu,Yang"
"He,Weiyi","Wang,Jun"
"Wang,Wei","Jin,Hongyan"
"Li,Yan","Zhang,Xiaoping"
"Meng,Nan","Wang,Jun"
"Li,Yan","Deng,Ye"
"Gao,Rui","Zhang,Jing"
"Liu,Shi-Long","Li,Yan"
"Li,Li","Wang,Shuang"
"Bian,Chao","Wang,Jun"
"Zhang,Lei","Cao,Shuqing"
"Wang,Jing","Yu,Liyan"
"Zhang,Lei","Bao,Kan"
"Gu,Yifan","Wang,Wei"
"Wu,Rongrong","Li,Jing"
"Zeng,Guangming","Wan,Jia"
"Zhang,Yi","Xu,Lin"
"Wang,Xin","Yu,Yat-Tung"
"Yuan,Xingzhong","Zeng,Guangming"
"Li,Li","Wang,Xiaotong"
"Hu,Yuqiong","Wang,Wei"
"Li,Shenghui","Li,Jun"
"Wang,Zongji","Liu,Yang"
"Zhang,Jing","Yu,Yan-qiu"
"Li,Yan","Wei,Yuechang"
"Zhang,Yi","Zhang,Weijian"
"Guo,Ximing","Wang,Jun"
"Jin,Ling","Li,Jun"
"Chen,Shaona","Li,Xin"
"Liu,Wei","Zhang,Ge"
"Chen,Wei","Hu,Jinyan"
"Zeng,Guangming","Yu,Mingda"
"Shan,Junjun","Li,Jun"
"Wang,Ting","Wang,Jun"
"Suetsugu,Yoshitaka","Liu,Yang"
"Zhang,Chi","Li,Li"
"Wang,Jing","Murata,Koichi"
"Liu,Wei","Ding,Chunming"
"Xu,Chao","Li,Li"
"Zhang,Wei","Cibulskis,Kristian"
"Xu,Zhengfeng","Wang,Jun"
"Li,Yan","Xie,Ruiyu"
"Wang,Jing","Zhou,Penghui"
"Kong,Li-Hui","Zhang,Yi"
"Brix,Susanne","Wang,Jun"
"Liu,Wei","Chu,Fuyong"
"Yan,Liying","Wang,Wei"
"Jin,Yizheng","Liu,Yang"
"Li,Wei","Pei,Gang"
"Li,Xin","Brookes,Emily"
"Liu,Yang","Hu,Liang"
"Zhang,Lei","Zhong,Silin"
"Chen,Wei","Wang,Xiang-Bin"
"Wang,Jun","Han,Bin"
"Zhang,Yi","Wang,Wei"
"Zhang,Yi","Wang,Wei"
"Yin,Tongming","Wang,Jun"
"Ruan,Zhiqiang","Wang,Jun"
"Liu,Jian","Liu,Yang"
"Nori,Franco","Han,Siyuan"
"Magne,Constance","Graetzel,Michael"
"Li,Li","Sun,Bing"
"Wang,Xin","Meng,Zhiqi"
"Dong,Wei","Liu,Yang"
"Liu,Jianfang","Liu,Yang"
"Wang,Jing","Zou,Weiwei"
"Ou,Jianming","Chen,Wei"
"Li,Xin","Luo,Guan-Zheng"
"Andrade,Luisa","Graetzel,Michael"
"Li,Wei","Hu,Jiang-Ping"
"Zhang,Ting","Chen,Wei"
"Yu,Shuyang","Li,Yan"
"Li,Li","Li,Yingrui"
"Liu,Wei","Zhang,Yun"
"Zhang,Wei","Lin,Mingyan"
"He,Jing","Wang,Wei"
"Gao,Xinxing","Zhang,Jing"
"Li,Juan","Wang,Jun"
"Wang,Jun","Pietrella,Marco"
"Liu,Yang","Di,Dawei"
"Yu,Wenhua","Liu,Wei"
"Tao,Qiang","Li,Yan"
"DeAngelis,Filippo","Graetzel,Michael"
"Jiang,Zheng","Li,Jun"
"ORourke,Megan","Zhang,Wei"
"Wang,Wei","Ivey,CesunicaE."
"Wang,Wei","Ren,Yixin"
"Zhang,Wei","Feusier,Julie"
"Zhang,Wei","Chen,Haiying"
"Li,Li","Zhou,Yanmei"
"Wang,Wei","Du,Xuedi"
"Zhang,Lei","Shi,Leming"
"Zeng,Guangming","Zhao,Meihua"
"Tian,Xueyuan","Li,Yan"
"Zhang,Lei","Liu,Jing"
"Liu,Yang","Haussler,David"
"Zhang,Lei","Zhou,Yun"
"Jia,Dong","Wang,Wei"
"Li,Wei","Nan,Hong"
"Zhang,Eel","Wang,Jing"
"Zhang,Jing","Das,Anirban"
"Zhang,Lei","Liu,He"
"Xu,Piao","Zeng,Guangming"
"Wang,Jing","Yan,Chengsong"
"Li,Li","He,Yan"
"Yu,Bing","Wang,Jun"
"Li,Li","Yu,Jinghua"
"Zheng,Lirong","Zhang,Jing"
"Fan,Wei","Li,Yan"
"Chen,Yuehua","Li,Jun"
"Li,Yan","Wu,Shengxi"
"Li,Yan","Gan,Deqing"
"Xia,Huihua","Li,Jun"
"Liu,Wei","Liu,Jinkun"
"Lippincott-Schwartz,Jennifer","Liu,Wei"
"Zhang,Jing","Das,Soumyajit"
"Zhang,Jing","Wang,Lin"
"Wu,Yongzhen","Graetzel,Michael"
"Colbourne,JohnK.","Liu,Yang"
"Wang,Jing","Feng,Qin"
"Wu,Minjing","Li,Jing"
"Yan,Hongxia","Li,Wei"
